symbol,timestamp,open,high,low,close,volume,trade_count,vwap
SPY,2024-07-24 11:30:00+00:00,550.3,550.35,549.88,549.98,76377.0,440.0,550.059505
SPY,2024-07-24 11:45:00+00:00,549.99,550.05,549.69,549.89,24976.0,202.0,549.829874
SPY,2024-07-24 12:00:00+00:00,549.44,550.9,549.28,549.46,107252.0,2388.0,549.649252
SPY,2024-07-24 12:15:00+00:00,549.46,549.49,548.83,548.88,111835.0,1272.0,549.108083
SPY,2024-07-24 12:30:00+00:00,548.92,549.06,548.53,548.71,163949.0,1445.0,548.693672
SPY,2024-07-24 12:45:00+00:00,548.65,548.69,548.37,548.59,81194.0,1172.0,548.511551
SPY,2024-07-24 13:00:00+00:00,548.6,548.91,548.6,548.86,64730.0,1153.0,548.769033
SPY,2024-07-24 13:15:00+00:00,548.85,548.98,548.53,548.87,161951.0,1595.0,548.787414
SPY,2024-07-24 13:30:00+00:00,548.86,549.17,547.74,547.94,3532385.0,30312.0,548.373028
SPY,2024-07-24 13:45:00+00:00,547.97,548.35,546.33,546.76,2653491.0,26299.0,547.285072
SPY,2024-07-24 14:00:00+00:00,546.74,546.9,545.53,545.65,2200709.0,22865.0,546.243757
SPY,2024-07-24 14:15:00+00:00,545.66,546.13,545.435,546.04,2581645.0,42835.0,545.836367
SPY,2024-07-24 14:30:00+00:00,546.03,546.19,545.4,545.49,1900403.0,24396.0,545.797836
SPY,2024-07-24 14:45:00+00:00,545.49,545.85,545.271,545.61,1550488.0,15478.0,545.506665
SPY,2024-07-24 15:00:00+00:00,545.61,545.685,544.8,545.02,1694892.0,16078.0,545.065001
SPY,2024-07-24 15:15:00+00:00,545.02,545.105,544.19,544.74,1537255.0,16466.0,544.651171
SPY,2024-07-24 15:30:00+00:00,544.76,545.28,544.57,544.72,1293023.0,14215.0,544.959514
SPY,2024-07-24 15:45:00+00:00,544.735,544.99,544.32,544.39,845769.0,10464.0,544.705837
SPY,2024-07-24 16:00:00+00:00,544.38,544.56,543.89,544.51,1408679.0,16235.0,544.218002
SPY,2024-07-24 16:15:00+00:00,544.52,544.92,544.12,544.1995,1123800.0,11064.0,544.569138
SPY,2024-07-24 16:30:00+00:00,544.18,544.51,543.63,543.73,1457210.0,11857.0,544.05925
SPY,2024-07-24 16:45:00+00:00,543.74,544.45,543.66,543.9,1661651.0,11402.0,543.970389
SPY,2024-07-24 17:00:00+00:00,543.89,544.89,543.74,544.68,1186751.0,12379.0,544.345208
SPY,2024-07-24 17:15:00+00:00,544.68,545.03,544.27,544.304,882880.0,10078.0,544.655412
SPY,2024-07-24 17:30:00+00:00,544.285,544.95,544.01,544.82,854196.0,9712.0,544.553313
SPY,2024-07-24 17:45:00+00:00,544.81,544.84,543.8,543.88,813520.0,9792.0,544.221587
SPY,2024-07-24 18:00:00+00:00,543.9,544.19,543.695,543.99,1455700.0,10563.0,543.899313
SPY,2024-07-24 18:15:00+00:00,544.0,544.12,543.18,543.36,1371454.0,13655.0,543.548766
SPY,2024-07-24 18:30:00+00:00,543.355,543.5896,542.61,542.61,1485497.0,14106.0,543.205382
SPY,2024-07-24 18:45:00+00:00,542.605,542.96,541.81,542.48,3204145.0,24624.0,542.356728
SPY,2024-07-24 19:00:00+00:00,542.47,542.598,541.83,542.0651,2160432.0,19177.0,542.15334
SPY,2024-07-24 19:15:00+00:00,542.06,542.32,541.49,541.65,2781213.0,19215.0,541.936098
SPY,2024-07-24 19:30:00+00:00,541.655,542.9,541.55,542.0899,4326791.0,28533.0,542.308832
SPY,2024-07-24 19:45:00+00:00,542.1,542.32,540.29,541.21,11684106.0,69135.0,541.244618
SPY,2024-07-24 20:00:00+00:00,541.2,542.34,540.9913,542.17,14166211.0,6606.0,541.252085
SPY,2024-07-24 20:15:00+00:00,542.18,542.41,541.84,542.2904,610359.0,2067.0,542.144096
SPY,2024-07-24 20:30:00+00:00,542.31,542.4,541.23,542.37,402247.0,860.0,542.30606
SPY,2024-07-24 20:45:00+00:00,542.37,542.43,542.16,542.27,83201.0,711.0,542.325119
SPY,2024-07-24 21:00:00+00:00,542.34,542.46,542.24,542.24,30348.0,552.0,542.383784
SPY,2024-07-24 21:15:00+00:00,542.24,542.33,542.11,542.16,190712.0,354.0,542.210163
SPY,2024-07-24 21:30:00+00:00,542.1595,542.18,542.1,542.11,16462.0,402.0,542.149377
SPY,2024-07-24 21:45:00+00:00,542.11,542.22,542.09,542.22,41755.0,358.0,542.151455
SPY,2024-07-24 22:00:00+00:00,542.23,542.6,542.23,542.6,202980.0,725.0,542.444575
SPY,2024-07-24 22:15:00+00:00,542.6,542.87,542.49,542.54,34943.0,385.0,542.691025
SPY,2024-07-24 22:30:00+00:00,542.53,542.83,542.53,542.76,26755.0,209.0,542.613069
SPY,2024-07-24 22:45:00+00:00,542.8,542.8,542.56,542.69,18646.0,254.0,542.672207
SPY,2024-07-24 23:00:00+00:00,542.62,542.62,542.42,542.59,6230.0,154.0,542.526959
SPY,2024-07-24 23:15:00+00:00,542.54,542.74,542.54,542.64,6114.0,177.0,542.658725
SPY,2024-07-24 23:30:00+00:00,542.51,542.71,542.5,542.5,5178.0,155.0,542.594467
SPY,2024-07-24 23:45:00+00:00,542.6,542.63,542.43,542.46,11521.0,209.0,542.551401
SPY,2024-07-25 08:00:00+00:00,541.88,542.28,539.5,539.5,52710.0,855.0,540.35155
SPY,2024-07-25 08:15:00+00:00,539.41,540.75,539.28,540.75,16285.0,296.0,540.014391
SPY,2024-07-25 08:30:00+00:00,540.55,541.57,540.53,541.36,17466.0,351.0,540.950845
SPY,2024-07-25 08:45:00+00:00,541.4,541.71,541.13,541.69,13572.0,146.0,541.326969
SPY,2024-07-25 09:00:00+00:00,541.72,542.15,541.31,541.31,16289.0,193.0,541.838955
SPY,2024-07-25 09:15:00+00:00,541.23,541.39,540.75,540.99,48187.0,247.0,540.912879
SPY,2024-07-25 09:30:00+00:00,541.23,541.34,540.72,540.83,23410.0,182.0,540.968105
SPY,2024-07-25 09:45:00+00:00,540.65,540.73,540.28,540.43,18030.0,188.0,540.538947
SPY,2024-07-25 10:00:00+00:00,540.49,540.61,539.77,539.8,3975.0,177.0,540.036459
SPY,2024-07-25 10:15:00+00:00,539.87,540.61,539.67,539.83,10519.0,201.0,540.18668
SPY,2024-07-25 10:30:00+00:00,539.83,540.34,539.73,539.81,19219.0,221.0,539.910329
SPY,2024-07-25 10:45:00+00:00,539.77,540.73,539.77,540.59,36848.0,301.0,540.327529
SPY,2024-07-25 11:00:00+00:00,540.6,541.27,540.57,540.99,32799.0,458.0,540.974551
SPY,2024-07-25 11:15:00+00:00,540.97,541.2,540.4,540.5,73439.0,446.0,540.787898
SPY,2024-07-25 11:30:00+00:00,540.37,541.06,540.26,540.73,42406.0,389.0,540.747737
SPY,2024-07-25 11:45:00+00:00,540.8,540.98,539.97,539.97,85412.0,736.0,540.26279
SPY,2024-07-25 12:00:00+00:00,541.02,542.69,540.0,540.19,156199.0,2423.0,540.523973
SPY,2024-07-25 12:15:00+00:00,540.15,540.45,539.96,540.03,80995.0,856.0,540.132733
SPY,2024-07-25 12:30:00+00:00,540.35,541.7,539.4,541.26,281021.0,1792.0,540.818588
SPY,2024-07-25 12:45:00+00:00,541.28,541.7,541.08,541.7,125576.0,880.0,541.384276
SPY,2024-07-25 13:00:00+00:00,541.69,541.69,540.67,541.5,156511.0,1072.0,541.236834
SPY,2024-07-25 13:15:00+00:00,541.44,541.609,541.23,541.35,69466.0,922.0,541.437092
SPY,2024-07-25 13:30:00+00:00,541.35,541.62,540.11,540.9,2630344.0,28050.0,540.931951
SPY,2024-07-25 13:45:00+00:00,540.88,541.2701,539.61,539.858,1973119.0,23898.0,540.397158
SPY,2024-07-25 14:00:00+00:00,539.87,539.87,537.45,538.19,4417122.0,45112.0,538.558161
SPY,2024-07-25 14:15:00+00:00,538.19,540.72,538.08,540.6,2420118.0,47198.0,539.405535
SPY,2024-07-25 14:30:00+00:00,540.58,541.35,540.02,541.3,1951581.0,23507.0,540.730497
SPY,2024-07-25 14:45:00+00:00,541.29,542.82,540.9747,542.79,2373382.0,25166.0,541.907609
SPY,2024-07-25 15:00:00+00:00,542.8,543.88,542.0975,543.85,1526917.0,16314.0,542.785455
SPY,2024-07-25 15:15:00+00:00,543.85,544.6297,542.925,543.23,2047410.0,18563.0,543.802836
SPY,2024-07-25 15:30:00+00:00,543.22,543.45,542.4,542.946,914572.0,11298.0,542.991254
SPY,2024-07-25 15:45:00+00:00,542.945,544.0,542.78,543.97,1006960.0,11292.0,543.282969
SPY,2024-07-25 16:00:00+00:00,543.97,545.0899,543.3,545.065,1279379.0,13317.0,544.193715
SPY,2024-07-25 16:15:00+00:00,545.07,546.38,544.81,546.15,1962016.0,18513.0,545.787403
SPY,2024-07-25 16:30:00+00:00,546.18,546.64,545.6001,546.47,1417219.0,11698.0,546.169204
SPY,2024-07-25 16:45:00+00:00,546.47,546.6,545.5,546.12,1050760.0,12395.0,545.951468
SPY,2024-07-25 17:00:00+00:00,546.13,547.455,545.93,546.46,1274032.0,13837.0,546.822217
SPY,2024-07-25 17:15:00+00:00,546.46,546.535,544.4605,544.72,1620856.0,16226.0,545.24301
SPY,2024-07-25 17:30:00+00:00,544.72,545.1,544.3201,544.96,1240037.0,12733.0,544.738938
SPY,2024-07-25 17:45:00+00:00,544.9753,545.05,544.1,544.635,917563.0,11063.0,544.447794
SPY,2024-07-25 18:00:00+00:00,544.635,544.6796,543.06,543.295,1152241.0,11687.0,543.744057
SPY,2024-07-25 18:15:00+00:00,543.31,543.45,542.53,542.97,1090142.0,11411.0,543.0542
SPY,2024-07-25 18:30:00+00:00,542.95,543.5,542.13,542.25,1287679.0,12330.0,542.878174
SPY,2024-07-25 18:45:00+00:00,542.27,542.3,540.52,540.8299,2286742.0,18873.0,541.156768
SPY,2024-07-25 19:00:00+00:00,540.81,541.63,540.8,541.2594,1346467.0,13221.0,541.15494
SPY,2024-07-25 19:15:00+00:00,541.25,543.68,541.0,543.14,2580908.0,20660.0,542.459034
SPY,2024-07-25 19:30:00+00:00,543.13,543.31,540.93,541.1,2946496.0,23209.0,542.061922
SPY,2024-07-25 19:45:00+00:00,541.07,541.18,538.13,538.34,7448288.0,58385.0,539.475014
SPY,2024-07-25 20:00:00+00:00,538.34,538.7,537.5,538.64,6795297.0,5627.0,538.319959
SPY,2024-07-25 20:15:00+00:00,538.64,538.69,538.0,538.34,433837.0,1987.0,538.276563
SPY,2024-07-25 20:30:00+00:00,538.39,538.43,537.98,538.15,84342.0,702.0,538.170962
SPY,2024-07-25 20:45:00+00:00,538.15,538.69,538.15,538.65,74968.0,617.0,538.382244
SPY,2024-07-25 21:00:00+00:00,538.61,538.66,538.52,538.55,29179.0,296.0,538.584742
SPY,2024-07-25 21:15:00+00:00,538.54,538.55,538.39,538.45,47021.0,307.0,538.427186
SPY,2024-07-25 21:30:00+00:00,538.4,538.63,538.4,538.4725,8780.0,179.0,538.514164
SPY,2024-07-25 21:45:00+00:00,538.58,538.74,538.58,538.74,12293.0,212.0,538.64384
SPY,2024-07-25 22:00:00+00:00,538.74,539.47,538.74,539.38,32277.0,483.0,539.143003
SPY,2024-07-25 22:15:00+00:00,539.4,539.4,538.94,539.02,22523.0,198.0,539.153587
SPY,2024-07-25 22:30:00+00:00,539.1,539.26,538.97,539.06,8661.0,151.0,539.177991
SPY,2024-07-25 22:45:00+00:00,539.08,539.1,538.8,538.8,7959.0,173.0,538.995095
SPY,2024-07-25 23:00:00+00:00,538.85,539.09,538.77,539.0,17345.0,146.0,538.885363
SPY,2024-07-25 23:15:00+00:00,538.93,539.21,538.93,539.13,14260.0,173.0,539.106733
SPY,2024-07-25 23:30:00+00:00,539.13,539.24,539.13,539.23,5270.0,93.0,539.20377
SPY,2024-07-25 23:45:00+00:00,539.24,539.33,539.11,539.33,13248.0,245.0,539.188144
SPY,2024-07-26 08:00:00+00:00,541.5,542.35,541.5,542.35,14091.0,210.0,541.957963
SPY,2024-07-26 08:15:00+00:00,542.49,542.49,542.12,542.32,7604.0,110.0,542.296728
SPY,2024-07-26 08:30:00+00:00,542.41,542.54,542.25,542.54,3846.0,95.0,542.411679
SPY,2024-07-26 08:45:00+00:00,542.5,543.15,542.5,543.15,34969.0,136.0,543.066974
SPY,2024-07-26 09:00:00+00:00,543.09,543.1,542.66,543.1,18089.0,133.0,542.838132
SPY,2024-07-26 09:15:00+00:00,542.99,543.1,542.63,542.67,6885.0,84.0,542.854874
SPY,2024-07-26 09:30:00+00:00,542.65,542.84,542.54,542.59,4497.0,56.0,542.641435
SPY,2024-07-26 09:45:00+00:00,542.55,542.81,542.53,542.61,5331.0,49.0,542.65102
SPY,2024-07-26 10:00:00+00:00,542.63,542.75,542.5,542.56,9678.0,100.0,542.655427
SPY,2024-07-26 10:15:00+00:00,542.6,542.71,542.4,542.55,7927.0,62.0,542.544492
SPY,2024-07-26 10:30:00+00:00,542.64,543.0,542.64,542.7,41291.0,166.0,542.776798
SPY,2024-07-26 10:45:00+00:00,542.62,542.7,542.43,542.43,19446.0,101.0,542.634479
SPY,2024-07-26 11:00:00+00:00,542.46,542.92,541.45,542.74,216525.0,978.0,542.222955
SPY,2024-07-26 11:15:00+00:00,542.66,542.74,542.4,542.7,40224.0,343.0,542.590845
SPY,2024-07-26 11:30:00+00:00,542.75,542.88,542.68,542.781,27307.0,215.0,542.770889
SPY,2024-07-26 11:45:00+00:00,542.78,543.21,542.78,543.21,74463.0,595.0,543.126078
SPY,2024-07-26 12:00:00+00:00,542.8,543.3103,540.6,543.16,98560.0,1916.0,542.839282
SPY,2024-07-26 12:15:00+00:00,543.12,543.23,542.86,543.0,115010.0,714.0,543.017774
SPY,2024-07-26 12:30:00+00:00,543.19,543.83,542.35,542.55,435234.0,2393.0,542.90003
SPY,2024-07-26 12:45:00+00:00,542.51,542.79,542.28,542.59,120961.0,854.0,542.491019
SPY,2024-07-26 13:00:00+00:00,542.6,542.62,542.25,542.34,34342.0,571.0,542.417658
SPY,2024-07-26 13:15:00+00:00,542.37,542.57,542.08,542.32,156312.0,1152.0,542.308408
SPY,2024-07-26 13:30:00+00:00,542.28,543.14,541.49,543.0,3418762.0,33413.0,542.217044
SPY,2024-07-26 13:45:00+00:00,543.0,543.18,542.12,542.9,1345173.0,15295.0,542.649156
SPY,2024-07-26 14:00:00+00:00,542.88,543.9404,542.035,542.51,2136261.0,20100.0,542.998521
SPY,2024-07-26 14:15:00+00:00,542.51,544.63,542.29,543.6309,1443856.0,15816.0,543.489567
SPY,2024-07-26 14:30:00+00:00,543.63,543.83,541.67,542.4598,1701538.0,18423.0,542.383549
SPY,2024-07-26 14:45:00+00:00,542.465,543.47,542.1528,543.42,1282914.0,12684.0,542.61077
SPY,2024-07-26 15:00:00+00:00,543.43,544.03,543.03,543.43,1425883.0,14724.0,543.602469
SPY,2024-07-26 15:15:00+00:00,543.42,543.6,542.7803,543.21,1035376.0,10886.0,543.155852
SPY,2024-07-26 15:30:00+00:00,543.21,544.035,542.889,544.0054,809632.0,9514.0,543.483511
SPY,2024-07-26 15:45:00+00:00,544.0,544.96,543.91,544.85,2512629.0,26498.0,544.411719
SPY,2024-07-26 16:00:00+00:00,544.86,546.02,544.78,545.235,2282747.0,32106.0,545.465883
SPY,2024-07-26 16:15:00+00:00,545.24,545.89,545.09,545.5712,982129.0,11220.0,545.418853
SPY,2024-07-26 16:30:00+00:00,545.57,546.44,545.3,546.34,921910.0,11117.0,545.82431
SPY,2024-07-26 16:45:00+00:00,546.35,546.875,545.95,546.7305,984355.0,11271.0,546.478916
SPY,2024-07-26 17:00:00+00:00,546.73,546.89,546.23,546.42,1648093.0,13091.0,546.540468
SPY,2024-07-26 17:15:00+00:00,546.41,547.19,546.4046,547.05,884105.0,9937.0,546.749986
SPY,2024-07-26 17:30:00+00:00,547.05,547.13,544.01,544.59,2724406.0,25955.0,545.090915
SPY,2024-07-26 17:45:00+00:00,544.59,545.42,544.23,544.96,1438913.0,14517.0,544.800017
SPY,2024-07-26 18:00:00+00:00,544.94,545.46,544.67,545.07,1124680.0,9923.0,545.112196
SPY,2024-07-26 18:15:00+00:00,545.08,545.34,544.36,544.49,1046163.0,10079.0,544.795323
SPY,2024-07-26 18:30:00+00:00,544.51,544.92,543.38,544.36,1099900.0,12391.0,544.349393
SPY,2024-07-26 18:45:00+00:00,544.35,544.46,543.49,543.57,907724.0,9946.0,543.949812
SPY,2024-07-26 19:00:00+00:00,543.58,544.28,543.03,543.92,1353645.0,12590.0,543.548675
SPY,2024-07-26 19:15:00+00:00,543.9,545.07,543.4101,544.76,1355430.0,13547.0,544.245255
SPY,2024-07-26 19:30:00+00:00,544.75,544.76,542.93,544.47,2130134.0,19125.0,543.70285
SPY,2024-07-26 19:45:00+00:00,544.45,544.84,542.725,544.38,6751706.0,45107.0,543.912966
SPY,2024-07-26 20:00:00+00:00,544.37,544.72,544.03,544.44,6989851.0,3868.0,544.356175
SPY,2024-07-26 20:15:00+00:00,544.46,544.58,544.36,544.58,254405.0,621.0,544.471941
SPY,2024-07-26 20:30:00+00:00,544.58,544.62,544.36,544.41,69620.0,331.0,544.513857
SPY,2024-07-26 20:45:00+00:00,544.43,544.43,544.31,544.33,32307.0,247.0,544.376087
SPY,2024-07-26 21:00:00+00:00,544.3,544.33,543.99,544.2,38036.0,310.0,544.170256
SPY,2024-07-26 21:15:00+00:00,544.2,544.38,544.11,544.25,28381.0,185.0,544.245155
SPY,2024-07-26 21:30:00+00:00,544.26,544.44,544.15,544.15,21007.0,209.0,544.284584
SPY,2024-07-26 21:45:00+00:00,544.2,544.28,544.15,544.16,3012.0,190.0,544.240069
SPY,2024-07-26 22:00:00+00:00,544.3228,544.33,544.15,544.2,5220.0,142.0,544.217213
SPY,2024-07-26 22:15:00+00:00,544.2,544.2,544.16,544.2,3596.0,94.0,544.195195
SPY,2024-07-26 22:30:00+00:00,544.2,544.26,544.162,544.2594,1334.0,45.0,544.19674
SPY,2024-07-26 22:45:00+00:00,544.26,544.43,544.26,544.4,4876.0,78.0,544.375148
SPY,2024-07-26 23:00:00+00:00,544.43,544.43,544.4,544.4,10284.0,91.0,544.413413
SPY,2024-07-26 23:15:00+00:00,544.4,544.41,544.4,544.4,6671.0,98.0,544.400194
SPY,2024-07-26 23:30:00+00:00,544.4,544.4,544.39,544.39,5659.0,60.0,544.399618
SPY,2024-07-26 23:45:00+00:00,544.39,544.39,544.21,544.27,28102.0,204.0,544.323561
SPY,2024-07-29 08:00:00+00:00,545.24,546.01,545.11,546.01,10985.0,234.0,545.511368
SPY,2024-07-29 08:15:00+00:00,546.09,546.09,545.79,545.87,1473.0,22.0,545.912852
SPY,2024-07-29 08:30:00+00:00,545.77,545.86,545.21,545.3,1875.0,53.0,545.605254
SPY,2024-07-29 08:45:00+00:00,545.61,545.7,545.6,545.64,2055.0,20.0,545.636327
SPY,2024-07-29 09:00:00+00:00,545.62,545.62,545.54,545.57,765.0,19.0,545.568572
SPY,2024-07-29 09:15:00+00:00,545.42,545.76,545.42,545.76,1264.0,9.0,545.47913
SPY,2024-07-29 09:30:00+00:00,545.87,545.9,545.87,545.9,2295.0,17.0,545.879545
SPY,2024-07-29 09:45:00+00:00,546.02,546.02,546.02,546.02,161.0,3.0,546.02
SPY,2024-07-29 10:00:00+00:00,546.33,546.5,546.3,546.3,2027.0,31.0,546.370618
SPY,2024-07-29 10:15:00+00:00,546.47,546.66,546.42,546.66,815.0,14.0,546.581667
SPY,2024-07-29 10:30:00+00:00,546.73,546.8,546.6,546.65,5282.0,48.0,546.710946
SPY,2024-07-29 10:45:00+00:00,546.65,546.73,546.59,546.64,7869.0,56.0,546.680989
SPY,2024-07-29 11:00:00+00:00,546.46,546.58,545.8,546.45,210325.0,838.0,546.187406
SPY,2024-07-29 11:15:00+00:00,546.45,546.83,546.35,546.8,26895.0,299.0,546.562202
SPY,2024-07-29 11:30:00+00:00,546.85,547.06,546.7,546.7,17820.0,247.0,546.950808
SPY,2024-07-29 11:45:00+00:00,546.77,546.86,546.66,546.82,17433.0,234.0,546.807165
SPY,2024-07-29 12:00:00+00:00,546.45,547.03,545.32,546.61,91882.0,1719.0,546.644333
SPY,2024-07-29 12:15:00+00:00,546.62,547.11,546.58,547.07,31731.0,493.0,546.924544
SPY,2024-07-29 12:30:00+00:00,547.16,547.91,547.16,547.53,74760.0,866.0,547.601481
SPY,2024-07-29 12:45:00+00:00,547.54,547.57,546.81,546.81,40315.0,785.0,547.162502
SPY,2024-07-29 13:00:00+00:00,546.76,546.76,545.97,546.14,169095.0,1366.0,546.282793
SPY,2024-07-29 13:15:00+00:00,546.14,546.26,545.77,546.04,193626.0,1430.0,545.932536
SPY,2024-07-29 13:30:00+00:00,546.02,546.25,544.75,546.0,2815921.0,28523.0,545.548385
SPY,2024-07-29 13:45:00+00:00,546.0,546.65,545.23,546.63,1622547.0,16608.0,545.941135
SPY,2024-07-29 14:00:00+00:00,546.64,547.04,545.06,545.17,1930337.0,18071.0,546.251965
SPY,2024-07-29 14:15:00+00:00,545.2,546.2621,544.91,545.37,1041419.0,26465.0,545.606718
SPY,2024-07-29 14:30:00+00:00,545.39,545.58,544.4534,545.37,1538519.0,28905.0,544.908762
SPY,2024-07-29 14:45:00+00:00,545.39,545.65,544.28,544.35,1617767.0,13406.0,544.797795
SPY,2024-07-29 15:00:00+00:00,544.33,544.41,543.38,543.7012,1026998.0,11596.0,543.878871
SPY,2024-07-29 15:15:00+00:00,543.71,544.2698,543.35,544.15,789057.0,10027.0,543.767554
SPY,2024-07-29 15:30:00+00:00,544.15,544.17,542.72,543.79,1042849.0,12316.0,543.419717
SPY,2024-07-29 15:45:00+00:00,543.78,545.8,543.78,545.61,1051731.0,12523.0,544.991011
SPY,2024-07-29 16:00:00+00:00,545.615,546.61,545.615,546.58,830302.0,10106.0,546.137264
SPY,2024-07-29 16:15:00+00:00,546.55,546.78,545.88,545.9963,917771.0,11416.0,546.360585
SPY,2024-07-29 16:30:00+00:00,546.0,546.67,545.94,546.3,484277.0,6852.0,546.281773
SPY,2024-07-29 16:45:00+00:00,546.32,546.67,545.87,546.22,520815.0,6556.0,546.332591
SPY,2024-07-29 17:00:00+00:00,546.21,547.05,546.05,546.6499,734139.0,8707.0,546.512726
SPY,2024-07-29 17:15:00+00:00,546.65,546.8295,545.3,545.31,818732.0,8813.0,546.10128
SPY,2024-07-29 17:30:00+00:00,545.32,545.99,544.97,545.55,776024.0,10503.0,545.463148
SPY,2024-07-29 17:45:00+00:00,545.53,545.815,545.3,545.4593,487740.0,6670.0,545.566971
SPY,2024-07-29 18:00:00+00:00,545.47,545.49,544.87,545.1795,625148.0,8787.0,545.191428
SPY,2024-07-29 18:15:00+00:00,545.15,545.38,544.59,544.96,578025.0,7976.0,544.970727
SPY,2024-07-29 18:30:00+00:00,544.94,545.18,544.46,544.85,757417.0,7969.0,544.759803
SPY,2024-07-29 18:45:00+00:00,544.88,545.2499,544.485,545.14,646667.0,8304.0,544.791503
SPY,2024-07-29 19:00:00+00:00,545.15,545.645,544.82,545.4,893911.0,10066.0,545.291183
SPY,2024-07-29 19:15:00+00:00,545.39,545.62,545.01,545.43,709258.0,9518.0,545.34622
SPY,2024-07-29 19:30:00+00:00,545.43,546.04,545.3,545.93,1288881.0,13130.0,545.737305
SPY,2024-07-29 19:45:00+00:00,545.93,546.05,544.52,544.76,5082712.0,33631.0,545.081477
SPY,2024-07-29 20:00:00+00:00,544.75,544.98,544.5,544.62,6760294.0,2982.0,544.737574
SPY,2024-07-29 20:15:00+00:00,544.63,544.96,544.6,544.96,934742.0,1071.0,544.69318
SPY,2024-07-29 20:30:00+00:00,544.98,545.05,544.87,545.01,37010.0,382.0,544.985378
SPY,2024-07-29 20:45:00+00:00,544.99,545.0,544.75,544.88,31936.0,296.0,544.891969
SPY,2024-07-29 21:00:00+00:00,544.98,545.02,544.87,544.99,11168.0,182.0,544.936476
SPY,2024-07-29 21:15:00+00:00,544.87,544.9,544.78,544.8,8768.0,133.0,544.863966
SPY,2024-07-29 21:30:00+00:00,544.8585,544.86,544.82,544.82,2367.0,55.0,544.832366
SPY,2024-07-29 21:45:00+00:00,544.8696,544.9,544.84,544.88,6843.0,99.0,544.866052
SPY,2024-07-29 22:00:00+00:00,544.88,545.31,544.88,545.14,40654.0,288.0,545.096105
SPY,2024-07-29 22:15:00+00:00,545.21,545.24,545.08,545.12,17655.0,151.0,545.192843
SPY,2024-07-29 22:30:00+00:00,545.14,545.14,544.72,544.72,21572.0,244.0,544.885705
SPY,2024-07-29 22:45:00+00:00,544.76,544.91,544.76,544.91,8139.0,67.0,544.82835
SPY,2024-07-29 23:00:00+00:00,544.91,544.91,543.87,544.03,37585.0,444.0,544.151325
SPY,2024-07-29 23:15:00+00:00,544.02,544.04,543.841,543.9018,12895.0,188.0,543.958742
SPY,2024-07-29 23:30:00+00:00,543.94,544.08,543.45,543.48,15228.0,205.0,543.689204
SPY,2024-07-29 23:45:00+00:00,543.5,543.67,543.1,543.45,15797.0,269.0,543.448518
SPY,2024-07-30 08:00:00+00:00,545.05,545.91,545.05,545.32,10302.0,196.0,545.758935
SPY,2024-07-30 08:15:00+00:00,545.29,545.29,545.29,545.29,160.0,4.0,545.29
SPY,2024-07-30 08:30:00+00:00,545.31,545.94,545.31,545.94,3729.0,39.0,545.756733
SPY,2024-07-30 08:45:00+00:00,545.77,545.79,545.56,545.79,1450.0,16.0,545.65992
SPY,2024-07-30 09:00:00+00:00,545.71,545.98,545.71,545.9,1120.0,18.0,545.857337
SPY,2024-07-30 09:15:00+00:00,545.97,545.99,545.61,545.61,1818.0,21.0,545.879786
